waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) Y
26.98219982088325,25.47441620110434,26.93301963106143,62.26843012463301,26.76890317355099,83.55379054016431,26.61604652875654,95.7451196096538
26.97713616473123,25.51150274674513,26.92478695178507,62.39178198348332,26.75877121428137,83.73043439223628,26.60457395196244,95.9394009268904
26.97202080896749,25.54834248987084,26.91647774352195,62.51432334981899,26.74855308713407,83.90586964711443,26.59301154070475,96.13217535606589
26.96685328826615,25.5849370753944,26.90809152319458,62.63605865694193,26.73824845412543,84.0801043304356,26.581359143617,96.32345544775927
26.96163313458398,25.62128812495858,26.89962781047283,62.75699232160784,26.72785698633588,84.25314644326005,26.56961662399558,96.51325370705005
26.95635987718285,25.6573972372955,26.89108612796325,62.87712874473764,26.71737836422468,84.42500396324264,26.55778386018556,96.70158259535339
26.95103304265324,25.69326598858444,26.88246600140179,62.99647231214215,26.70681227795028,84.59568484582175,26.5458607459701,96.88845453230552
26.94565215493922,25.728895932808,26.87376695985188,63.11502739526401,26.69615842769534,84.76519702544593,26.53384719096243,97.07388189767507
26.9402167353645,25.76428860210654,26.86498853590652,63.23279835193364,26.68541652399645,84.93354841681086,26.52174312100074,97.25787703330887
26.93472630266034,25.7994455071316,26.8561302658949,63.34978952714114,26.67458628807863,85.10074691613397,26.50954847854517,97.44045224511912
26.9291803729943,25.83436813739751,26.84719169009399,63.4660052538247,26.66366745219474,85.26680040244307,26.49726322307747,97.62161980507653
26.9235784600006,25.86905796163182,26.83817235294416,63.581449853673,26.65265975996929,85.43171673889655,26.48488733150201,97.80139195326244
26.91792007481247,25.90351642812508,26.82907180326983,63.69612763794506,26.64156296674673,85.59550377412232,26.47242079854879,97.97978089992618
26.91220472609532,25.93774496507913,26.81988959450481,63.81004290830577,26.63037683994439,85.7581693435812,26.45986363717729,98.15679882758687
26.90643192008145,25.97174498095432,26.81062528492237,63.92319995767738,26.61910115940935,85.91972127095464,26.44721587898161,98.33245789314429
26.90060116060729,26.00551786481677,26.80127843786957,64.0356030711076,26.60773571777991,86.08016736955473,26.4344775745958,98.50677023002419
26.89471194915082,26.03906498668391,26.79184862200719,64.1472565266543,26.59628032085071,86.23951544375592,26.4216487940996,98.67974795034773
26.88876378487176,26.07238769787,26.78233541155354,64.25816459628581,26.58473478794197,86.39777329044634,26.40872962742361,98.85140314711666
26.88275616465331,26.10548733133147,26.77273838653397,64.36833154680038,26.57309895227244,86.55494870050919,26.39572018475423,99.02174789642444
26.87668858314454,26.13836520201077,26.76305713303449,64.47776164076025,26.56137266133558,86.71104946031433,26.38262059693686,99.19079425968293
26.87056053280642,26.17102260718157,26.75329124346053,64.5864591374431,26.54955577727975,86.86608335323827,26.36943101587816,99.35855428586798
26.86437150395758,26.20346082679223,26.74344031680059,64.69442829381218,26.537648177291,87.02005816120227,26.35615161494545,99.52504001378
26.85812098482378,26.23568112381057,26.73350395889448,64.80167336550244,26.52564975397894,87.17298166623166,26.34278258936416,99.69026347432539
26.85180846158758,26.26768474456768,26.72348178270672,64.9081986078249,26.51356041576564,87.32486165203183,26.32932415661162,99.85423669280021
